year,estimate,ci_lower,ci_upper,series
2001,0.6568320961357176,0.4322626657326776,0.8959468892311327,EU: Liberal Integration
2001.1206030150754,0.6783411065367865,0.48205025910221405,0.8872344419928623,EU: Liberal Integration
2001.2412060301508,0.6967987042079586,0.5289575374801542,0.8736112699430413,EU: Liberal Integration
2001.3618090452262,0.7123411778249101,0.5667246349624335,0.86662478116555,EU: Liberal Integration
2001.4824120603016,0.7251048160633191,0.5975931058216881,0.8589802928437877,EU: Liberal Integration
2001.6030150753768,0.7352259075988453,0.6165242993203628,0.8500633748719975,EU: Liberal Integration
2001.7236180904522,0.742840741107204,0.6292869881518433,0.8412186965294133,EU: Liberal Integration
2001.8442211055276,0.7480856052640504,0.6402227296825185,0.8382385810545874,EU: Liberal Integration
2001.964824120603,0.7510967887450617,0.649409941877494,0.8332364035232283,EU: Liberal Integration
2002.0854271356784,0.7520105802259149,0.6565052208710342,0.8263673275159684,EU: Liberal Integration
2002.2060301507538,0.7509632683822869,0.6601980566886572,0.8177865166134412,EU: Liberal Integration
2002.3266331658292,0.7480911418898549,0.6621446201446177,0.8127556823804836,EU: Liberal Integration
2002.4472361809046,0.743530489424296,0.6649095628396634,0.8051932580556322,EU: Liberal Integration
2002.5678391959798,0.7374175996612999,0.6599790212813027,0.8030407142256499,EU: Liberal Integration
2002.6884422110552,0.7298887612765206,0.6519919781821969,0.8033219878967278,EU: Liberal Integration
2002.8090452261306,0.721080262945645,0.6432963488956398,0.8008983175108986,EU: Liberal Integration
2002.929648241206,0.71112839334435,0.6339900637109666,0.7959878804303229,EU: Liberal Integration
2003.0502512562814,0.7001694411483129,0.6241710529175122,0.7888088540171614,EU: Liberal Integration
2003.1708542713568,0.6883396950332109,0.6128339742049524,0.7793429216070359,EU: Liberal Integration
2003.2914572864322,0.6757754436747205,0.6010682954237876,0.7670598969036976,EU: Liberal Integration
2003.4120603015076,0.6626129757485192,0.5893166241344763,0.7531482844884043,EU: Liberal Integration
2003.532663316583,0.6489885799302837,0.577665445549422,0.7378515358895723,EU: Liberal Integration
2003.6532663316582,0.635038544895718,0.5662012448810496,0.7241479926366754,EU: Liberal Integration
2003.7738693467336,0.6208991593204456,0.5524900505531336,0.7103047498939854,EU: Liberal Integration
2003.894472361809,0.6067067118801702,0.533908271722375,0.6957623378053119,EU: Liberal Integration
2004.0150753768844,0.5925974912505685,0.5180260831645545,0.680691341136975,EU: Liberal Integration
2004.1356783919598,0.5787077861073174,0.5033404792093014,0.6652623446552941,EU: Liberal Integration
2004.2562814070352,0.5651738851260946,0.48869289277206773,0.6496459331265894,EU: Liberal Integration
2004.3768844221106,0.552132076982576,0.4708071874125537,0.6340126913171802,EU: Liberal Integration
2004.497487437186,0.5397186503524397,0.45456452684544457,0.6185332039933866,EU: Liberal Integration
2004.6180904522614,0.5280698939113623,0.44022298479001576,0.6033780559215285,EU: Liberal Integration
2004.7386934673366,0.5173220963350401,0.4280406349655631,0.5887178318679528,EU: Liberal Integration
2004.859296482412,0.5075869952822749,0.41822324921098597,0.5747000235786408,EU: Liberal Integration
2004.9798994974874,0.4988460436379017,0.41069904920486827,0.5613737186804723,EU: Liberal Integration
2005.1005025125628,0.49103764318431153,0.40530454337323385,0.5521167051378655,EU: Liberal Integration
2005.2211055276382,0.4841001685245347,0.3983068833263035,0.5435405821068708,EU: Liberal Integration
2005.3417085427136,0.47797199426160075,0.3931439958157026,0.5357842751383894,EU: Liberal Integration
2005.462311557789,0.4725914949985399,0.38989993989909055,0.5287912311053368,EU: Liberal Integration
