year,estimate,ci_lower,ci_upper,series
2001,0.042850387162566415,-0.017996217849648034,0.1338529900050127,US: Bilateral Management
2001.1206030150754,0.07895879370158465,0.018990756418255896,0.16724447572255732,US: Bilateral Management
2001.2412060301508,0.11202260386221966,0.05066157565383378,0.19786632177745284,US: Bilateral Management
2001.3618090452262,0.14215503270611196,0.07692247923238725,0.22532209812513845,US: Bilateral Management
2001.4824120603016,0.16946929529490237,0.10077871043618299,0.24974404325632216,US: Bilateral Management
2001.6030150753768,0.19407860669018764,0.12233062466196422,0.28213407999195195,US: Bilateral Management
2001.7236180904522,0.21609618195370095,0.14167857730659358,0.31263109201401795,US: Bilateral Management
2001.8442211055276,0.23563523614703413,0.15664567168504606,0.3358118007413967,US: Bilateral Management
2001.964824120603,0.2528089843318281,0.1687112598020388,0.3545624588800793,US: Bilateral Management
2002.0854271356784,0.26773064156972315,0.17945906362459385,0.3700359083685696,US: Bilateral Management
2002.2060301507538,0.2805134229223601,0.18939482270366337,0.3824066105952193,US: Bilateral Management
2002.3266331658292,0.29127054345137965,0.19823909595811112,0.3979051470444154,US: Bilateral Management
2002.4472361809046,0.3001152182184227,0.20582933037705994,0.41081504587237816,US: Bilateral Management
2002.5678391959798,0.307160662285118,0.21223915865893156,0.4207177133208807,US: Bilateral Management
2002.6884422110552,0.3125200907131325,0.21754221350218284,0.42779205419441596,US: Bilateral Management
2002.8090452261306,0.3163067185640923,0.22181212760523317,0.4322169732974185,US: Bilateral Management
2002.929648241206,0.3186337608996379,0.2251225336665154,0.4341713754343443,US: Bilateral Management
2003.0502512562814,0.31961443278141,0.22754706438446232,0.4338341654096496,US: Bilateral Management
2003.1708542713568,0.3193619492710493,0.22915935245750646,0.4320078631279666,US: Bilateral Management
2003.2914572864322,0.3179895254301964,0.2300330305840808,0.43061712806173846,US: Bilateral Management
2003.4120603015076,0.31561037632049205,0.23024173146261795,0.42753029495657247,US: Bilateral Management
2003.532663316583,0.3123377170035769,0.22985908779155062,0.4228934996674887,US: Bilateral Management
2003.6532663316582,0.30828476254109993,0.229248582607892,0.41685287804951954,US: Bilateral Management
2003.7738693467336,0.3035647279946864,0.22846735401999124,0.4095545659576625,US: Bilateral Management
2003.894472361809,0.2982908284259839,0.2247791851874324,0.39896308597669217,US: Bilateral Management
2004.0150753768844,0.2925762788966331,0.22081374010571708,0.387213172099108,US: Bilateral Management
2004.1356783919598,0.28653429446827483,0.21563200840623759,0.37470469417294644,US: Bilateral Management
2004.2562814070352,0.28027809020254957,0.21067885754660437,0.36755533463237045,US: Bilateral Management
2004.3768844221106,0.27392088116109803,0.2056353086083867,0.35996459589323326,US: Bilateral Management
2004.497487437186,0.26757588240556107,0.20064369538736132,0.3520426851489601,US: Bilateral Management
2004.6180904522614,0.2613563089975791,0.19598850723313868,0.3438998095929761,US: Bilateral Management
2004.7386934673366,0.255375375998804,0.1917393339951044,0.3356461764187222,US: Bilateral Management
2004.859296482412,0.24974629847085364,0.18773558910355093,0.32739199281959225,US: Bilateral Management
2004.9798994974874,0.24458229147538027,0.1842294450203543,0.319247465989027,US: Bilateral Management
2005.1005025125628,0.23999657007402456,0.18132347495042808,0.31386548602706654,US: Bilateral Management
2005.2211055276382,0.23610234932842708,0.17757291676756287,0.3094939867411266,US: Bilateral Management
2005.3417085427136,0.23301284430022864,0.17500145547330515,0.30535056176550246,US: Bilateral Management
2005.462311557789,0.2308412700510699,0.17385024907447805,0.30151263465319506,US: Bilateral Management
2005.5829145728644,0.22970084164259152,0.17249489170757634,0.2977492870147641,US: Bilateral Management
2005.7035175879396,0.2297047741364331,0.1697406305202133,0.2946361844716947,US: Bilateral Management
2005.824120603015,0.23096628259423496,0.17043701150116092,0.2973793829563198,US: Bilateral Management
2005.9447236180904,0.2335985820776391,0.17318133413780967,0.3008490404262707,US: Bilateral Management
2006.0653266331658,0.2377079525662298,0.17812556165085588,0.30462962793838005,US: Bilateral Management
2006.1859296482412,0.2432685223735534,0.18522730084412892,0.30896761539875633,US: Bilateral Management
2006.3065326633166,0.2501358857820706,0.19161972224767448,0.31399351934218334,US: Bilateral Management
2006.427135678392,0.25816143562034244,0.1996385139225047,0.31963999987259106,US: Bilateral Management
2006.5477386934674,0.2671965647169302,0.2090945480737817,0.3258397170939093,US: Bilateral Management
2006.6683417085428,0.2770926659003951,0.21906188919736908,0.3325253311100682,US: Bilateral Management
2006.788944723618,0.28770113199927777,0.22994882498852395,0.3403025723157782,US: Bilateral Management
2006.9095477386934,0.29887335584217967,0.23896600005036456,0.35224161889958217,US: Bilateral Management
2007.0301507537688,0.31046073025764254,0.2453279239028833,0.36466587025892466,US: Bilateral Management
2007.1507537688442,0.3223146480742278,0.25505147752028107,0.37750597058873714,US: Bilateral Management
2007.2713567839196,0.3342865021204964,0.26505131779745916,0.39030539184757135,US: Bilateral Management
2007.391959798995,0.34622768522500963,0.27166247348879285,0.40290622193876524,US: Bilateral Management
2007.5125628140704,0.35798959021632903,0.2784418644892114,0.41515054876565677,US: Bilateral Management
2007.6331658291458,0.36942360992301526,0.28448631382222983,0.4267081181404968,US: Bilateral Management
2007.7537688442212,0.3803811371736298,0.289912403101591,0.43809900074577923,US: Bilateral Management
2007.8743718592964,0.39071356479671526,0.2957365126650934,0.4488867533752332,US: Bilateral Management
2007.9949748743718,0.4002722856208716,0.30193983049432216,0.45838238984883983,US: Bilateral Management
2008.1155778894472,0.4089348197351883,0.3084989684910945,0.4664248438326948,US: Bilateral Management
2008.2361809045226,0.4166971263719919,0.31536979443972196,0.4750385175143245,US: Bilateral Management
2008.356783919598,0.4235887090996829,0.3225023009752143,0.482489818964936,US: Bilateral Management
2008.4773869346734,0.4296390736340503,0.32984648035647546,0.48929467828645556,US: Bilateral Management
2008.5979899497488,0.43487772569088207,0.3363558152963637,0.49484782405689665,US: Bilateral Management
2008.7185929648242,0.43933417098596683,0.34176265288405355,0.4993100652662499,US: Bilateral Management
2008.8391959798994,0.44303791523508684,0.3469094150278835,0.5027216342335965,US: Bilateral Management
2008.9597989949748,0.4460184641540441,0.3517853480256507,0.5051227632780355,US: Bilateral Management
2009.0804020100502,0.44830532345861956,0.35637969817512316,0.5099538523694712,US: Bilateral Management
2009.2010050251256,0.44992799886460133,0.36068171177407865,0.5144425740852692,US: Bilateral Management
2009.321608040201,0.45091599608777827,0.36468063512029525,0.5182400458406352,US: Bilateral Management
2009.4422110552764,0.45129882084393835,0.3683657145115506,0.5213471024064946,US: Bilateral Management
2009.5628140703518,0.45110597884887,0.3717261962456228,0.5237645785537739,US: Bilateral Management
2009.6834170854272,0.45036697581836177,0.37475132662028976,0.5254933090533991,US: Bilateral Management
2009.8040201005026,0.44911131746820215,0.3774303519333292,0.5265341286762961,US: Bilateral Management
2009.9246231155778,0.4473685095141829,0.3797525184825149,0.5268878721933906,US: Bilateral Management
